Brand;Model;Url
Micromax;Micromax Canvas Tab P470;/catalog/micromax_canvas_tab_p470/
Micromax;Micromax Canvas Tab P480;/catalog/micromax_canvas_tab_p480/
Micromax;Micromax Canvas Tab P650E;/catalog/micromax_canvas_tab_p650e/
Micromax;Micromax Canvas Tab P666;/catalog/micromax_canvas_tab_p666/
Micromax;Micromax Canvas Tab P681;/catalog/micromax_canvas_tab_p681/
Micromax;Micromax Canvas Tab P690;/catalog/micromax_canvas_tab_p690/
Micromax;Micromax Canvas Tab P701;/catalog/micromax_canvas_tab_p701/
Micromax;Micromax Canvas Tabby P469;/catalog/micromax_canvas_tabby_p469/
Micromax;Micromax Funbook Mini P410i;/catalog/micromax_funbook_mini_p410i/
Micromax;Micromax Funbook Ultra HD P580;/catalog/micromax_funbook_ultra_hd_p580/
Micromax;Micromax Funbook Ultra HD P580;/catalog/micromax_funbook_ultra_hd_p580/
Microsoft;Microsoft Surface 2;/catalog/microsoft_surface_2/
Microsoft;Microsoft Surface 3;/catalog/microsoft_surface_3/
Microsoft;Microsoft Surface Go;/catalog/microsoft_surface_go/
Microsoft;Microsoft Surface Go 2;/catalog/microsoft_surface_go_2/
Microsoft;Microsoft Surface Neo;/catalog/microsoft_surface_neo/
Microsoft;Microsoft Surface Pro;/catalog/microsoft_surface_pro/
Microsoft;Microsoft Surface Pro (2017);/catalog/microsoft_surface_pro_2017/
Microsoft;Microsoft Surface Pro 2;/catalog/microsoft_surface_pro_2/
Microsoft;Microsoft Surface Pro 3;/catalog/microsoft_surface_pro_3/
Microsoft;Microsoft Surface Pro 4;/catalog/microsoft_surface_pro_4/
Microsoft;Microsoft Surface Pro 6;/catalog/microsoft_surface_pro_6/
Microsoft;Microsoft Surface Pro 7;/catalog/microsoft_surface_pro_7/
Microsoft;Microsoft Surface Pro X;/catalog/microsoft_surface_pro_x/
Microsoft;Microsoft Surface RT;/catalog/microsoft_surface_rt/
Microsoft;Microsoft Surface RT;/catalog/microsoft_surface_rt/
MIReader;MIReader A7 Travel Pad;/catalog/mireader_a7_travel_pad/
MIReader;MIReader M10;/catalog/mireader_m10/
MIReader;MIReader M8;/catalog/mireader_m8/
MIReader;MIReader М801;/catalog/mireader_m801/
Modecom;Modecom FreeTab 9702 IPS X2;/catalog/modecom_freetab_9702_ips_x2/
Modecom;Modecom FreeTAB 9704 IPS 2 X4;/catalog/modecom_freetab_9704_ips_2_x4/
Motorola;Motorola DROID XYBOARD 10.1;/catalog/motorola_droid_xyboard_10_1/
Motorola;Motorola DROID XYBOARD 8.2;/catalog/motorola_droid_xyboard_8_2/
Motorola;Motorola ET1 Enterprise Tablet;/catalog/motorola_et1_enterprise_tablet/
Motorola;Motorola XOOM 2;/catalog/motorola_xoom_2/
Motorola;Motorola XOOM 2 Media Edition;/catalog/motorola_xoom_2_media_edition/
Motorola;Motorola XOOM Wi-Fi;/catalog/motorola_xoom_wi_fi/
Motorola;Motorola XOOM Wi-Fi + 3G;/catalog/motorola_xoom_wi_fi_3g/
Motorola;Motorola XOOM Wi-Fi + CDMA;/catalog/motorola_xoom_wi_fi_cdma/
Motorola;Motorola XOOM Wi-Fi + CDMA;/catalog/motorola_xoom_wi_fi_cdma/
MoveO!;MoveO! TPC-10GQ;/catalog/moveo_tpc_10gq/
MoveO!;MoveO! TPC-10HQ;/catalog/moveo_tpc_10hq/
MoveO!;MoveO! TPC-10Y;/catalog/moveo_tpc_10y/
MoveO!;MoveO! TPC-10YC;/catalog/moveo_tpc_10yc/
MoveO!;MoveO! TPC-7DC;/catalog/moveo_tpc_7dc/
MoveO!;MoveO! TPC-7HG;/catalog/moveo_tpc_7hg/
MoveO!;MoveO! TPC-7HQ;/catalog/moveo_tpc_7hq/
MoveO!;MoveO! TPC-7IQ;/catalog/moveo_tpc_7iq/
MoveO!;MoveO! TPC-7S;/catalog/moveo_tpc_7s/
MoveO!;MoveO! TPC-7SG;/catalog/moveo_tpc_7sg/
MoveO!;MoveO! TPC-7TC;/catalog/moveo_tpc_7tc/
MoveO!;MoveO! TPC-7TN;/catalog/moveo_tpc_7tn/
MoveO!;MoveO! TPC-7TR;/catalog/moveo_tpc_7tr/
MoveO!;MoveO! TPC-7VG;/catalog/moveo_tpc_7vg/
MoveO!;MoveO! TPC-7VX;/catalog/moveo_tpc_7vx/
MoveO!;MoveO! TPC-7VY;/catalog/moveo_tpc_7vy/
MoveO!;MoveO! TPC-7VY;/catalog/moveo_tpc_7vy/
MSI;MSI Enjoy 71;/catalog/msi_enjoy_71/
MSI;MSI Primo 73;/catalog/msi_primo_73/
MSI;MSI Primo 75;/catalog/msi_primo_75/
MSI;MSI Primo 76;/catalog/msi_primo_76/
MSI;MSI Primo 81;/catalog/msi_primo_81/
MSI;MSI Primo 90;/catalog/msi_primo_90/
MSI;MSI Primo 91;/catalog/msi_primo_91/
MSI;MSI Primo 93;/catalog/msi_primo_93/
MSI;MSI S100;/catalog/msi_s100/
MSI;MSI S20 Slidebook;/catalog/msi_s20_slidebook/
MSI;MSI W20 3M;/catalog/msi_w20_3m/
MSI;MSI WindPad 100W;/catalog/msi_windpad_100w/
MSI;MSI WindPad 110W;/catalog/msi_windpad_110w/
MSI;MSI Windpad Enjoy 10;/catalog/msi_windpad_enjoy_10/
MSI;MSI Windpad Enjoy 10 Plus;/catalog/msi_windpad_enjoy_10_plus/
MSI;MSI Windpad Enjoy 7;/catalog/msi_windpad_enjoy_7/
MSI;MSI Windpad Enjoy 7 Plus;/catalog/msi_windpad_enjoy_7_plus/
MSI;MSI Windpad Enjoy 7 Plus;/catalog/msi_windpad_enjoy_7_plus/
MyPad;MyPad D7G1;/catalog/mypad_d7g1/
Mystery;Mystery MID-101;/catalog/mystery_mid_101/
Mystery;Mystery MID-123G;/catalog/mystery_mid_123g/
Mystery;Mystery MID-703G;/catalog/mystery_mid_703g/
Mystery;Mystery MID-713G;/catalog/mystery_mid_713g/
Mystery;Mystery MID-721;/catalog/mystery_mid_721/
Mystery;Mystery MID-722;/catalog/mystery_mid_722/
Mystery;Mystery MID-723G;/catalog/mystery_mid_723g/
Mystery;Mystery MID-724;/catalog/mystery_mid_724/
Mystery;Mystery MID-733G;/catalog/mystery_mid_733g/
Mystery;Mystery MID-743G;/catalog/mystery_mid_743g/
Mystery;Mystery MID-753G;/catalog/mystery_mid_753g/
Mystery;Mystery MID-781;/catalog/mystery_mid_781/
Mystery;Mystery MID-783G;/catalog/mystery_mid_783g/
Mystery;Mystery MID-821;/catalog/mystery_mid_821/
Mystery;Mystery MID-823G;/catalog/mystery_mid_823g/
Mystery;Mystery MID-833G;/catalog/mystery_mid_833g/
Mystery;Mystery MID-843G;/catalog/mystery_mid_843g/
Mystery;Mystery MID-971;/catalog/mystery_mid_971/
Mystery;Mystery MID-971;/catalog/mystery_mid_971/
MyTab;MyTab Como U51GT;/catalog/mytab_como_u51gt/
MyTab;MyTab Garda U80GT;/catalog/mytab_garda_u80gt/
MyTab;MyTab Ontario;/catalog/mytab_ontario/
MyTab;MyTab Ontario 2;/catalog/mytab_ontario_2/
MyTab;MyTab U30GT2;/catalog/mytab_u30gt2/
MyTab;MyTab U55GT;/catalog/mytab_u55gt/
MyTab;MyTab Union 10;/catalog/mytab_union_10/
MyTab;MyTab Union 10;/catalog/mytab_union_10/
Nautilus;Nautilus Art 10.1;/catalog/nautilus_art_10_1/
Nautilus;Nautilus Art 7.85;/catalog/nautilus_art_7_85/
Nautilus;Nautilus Neo 9.7;/catalog/nautilus_neo_9_7/
Navitel;Navitel A701;/catalog/navitel_a701/
Navitel;Navitel A735 3G;/catalog/navitel_a735_3g/
Navitel;Navitel A737 3G;/catalog/navitel_a737_3g/
Navitel;Navitel RE900;/catalog/navitel_re900/
Navitel;Navitel T500 3G;/catalog/navitel_t500_3g/
Navitel;Navitel T700 3G;/catalog/navitel_t700_3g/
Navitel;Navitel T707 3G;/catalog/navitel_t707_3g/
Navitel;Navitel T757 LTE;/catalog/navitel_t757_lte/
Navitel;Navitel T757 LTE;/catalog/navitel_t757_lte/
NextPAD;NextPAD Media T108;/catalog/nextpad_media_t108/
NextPAD;NextPAD T908;/catalog/nextpad_t908/
NOA;NOA Tablet M702;/catalog/noa_tablet_m702/
NOA;NOA Tablet P108;/catalog/noa_tablet_p108/
Nomi;Nomi A07004;/catalog/nomi_a07004/
Nomi;Nomi A07005 Astra;/catalog/nomi_a07005_astra/
Nomi;Nomi A10102 Vita;/catalog/nomi_a10102_vita/
Nomi;Nomi C070010 Corsa;/catalog/nomi_c070010_corsa/
Nomi;Nomi C070011 Corsa2;/catalog/nomi_c070011_corsa2/
Nomi;Nomi C070012 Corsa3;/catalog/nomi_c070012_corsa3/
Nomi;Nomi C070014 Corsa4 7 3G;/catalog/nomi_c070014_corsa4_7_3g/
Nomi;Nomi C07002 HD Lyra 3G;/catalog/nomi_c07002_hd_lyra_3g/
Nomi;Nomi C070020 Corsa Pro;/catalog/nomi_c070020_corsa_pro/
Nomi;Nomi C070030 Corsa3 LTE;/catalog/nomi_c070030_corsa3_lte/
Nomi;Nomi C070034 Corsa4 7 LTE;/catalog/nomi_c070034_corsa4_7_lte/
Nomi;Nomi C07004 Sigma+ 3G;/catalog/nomi_c07004_sigma_3g/
Nomi;Nomi C070044 Corsa4 Pro 7 LTE;/catalog/nomi_c070044_corsa4_pro_7_lte/
Nomi;Nomi C07006 Cosmo+ 3G;/catalog/nomi_c07006_cosmo_3g/
Nomi;Nomi C07007 Polo 3G;/catalog/nomi_c07007_polo_3g/
Nomi;Nomi C07008 Sigma 3G;/catalog/nomi_c07008_sigma_3g/
Nomi;Nomi C07009 Alma 3G;/catalog/nomi_c07009_alma_3g/
Nomi;Nomi C08000 Libra 3G;/catalog/nomi_c08000_libra_3g/
Nomi;Nomi C080010 Libra2;/catalog/nomi_c080010_libra2/
Nomi;Nomi C080012 Libra3;/catalog/nomi_c080012_libra3/
Nomi;Nomi C080014 Libra4 8;/catalog/nomi_c080014_libra4_8/
Nomi;Nomi C080044 Libra4 Pro;/catalog/nomi_c080044_libra4_pro/
Nomi;Nomi C101010 Ultra2;/catalog/nomi_c101010_ultra2/
Nomi;Nomi C101012 Ultra3;/catalog/nomi_c101012_ultra3/
Nomi;Nomi C101014 Ultra4;/catalog/nomi_c101014_ultra4/
Nomi;Nomi C10102 Terra+;/catalog/nomi_c10102_terra/
Nomi;Nomi C10103 Ultra;/catalog/nomi_c10103_ultra/
Nomi;Nomi C101030 Ultra3 LTE;/catalog/nomi_c101030_ultra3_lte/
Nomi;Nomi C101034 Ultra4 LTE 10;/catalog/nomi_c101034_ultra4_lte_10/
Nomi;Nomi C10104 Terra S;/catalog/nomi_c10104_terra_s/
Nomi;Nomi C101040 Ultra3 LTE Pro;/catalog/nomi_c101040_ultra3_lte_pro/
Nomi;Nomi C101044 Ultra4 LTE Pro;/catalog/nomi_c101044_ultra4_lte_pro/
Nomi;Nomi C10105 Stella+;/catalog/nomi_c10105_stella/
Nomi;Nomi W10100 Deka;/catalog/nomi_w10100_deka/
Nomi;Nomi W10100 Deka;/catalog/nomi_w10100_deka/
Nvidia;Nvidia Shield Tablet;/catalog/nvidia_shield_tablet/
Nvidia;Nvidia Shield Tablet K1;/catalog/nvidia_shield_tablet_k1/
Odeon;Odeon HiTab-121;/catalog/odeon_hitab_121/
Odeon;Odeon HiTab-701;/catalog/odeon_hitab_701/
Odeon;Odeon TPC-10;/catalog/odeon_tpc_10/
Odeon;Odeon TPC-10 3G;/catalog/odeon_tpc_10_3g/
Odeon;Odeon TVTab-701;/catalog/odeon_tvtab_701/
Odeon;Odeon TVTab-702;/catalog/odeon_tvtab_702/
Odeon;Odeon TVTab-702;/catalog/odeon_tvtab_702/
ODYS;ODYS Cosmo;/catalog/odys_cosmo/
ODYS;ODYS Loox Plus;/catalog/odys_loox_plus/
ODYS;ODYS Noon;/catalog/odys_noon/
OLT;OLT On-Tab 1011s;/catalog/olt_on_tab_1011s/
OLT;OLT On-Tab 1012L;/catalog/olt_on_tab_1012l/
OLT;OLT On-Tab 1012m;/catalog/olt_on_tab_1012m/
OLT;OLT On-Tab 7011;/catalog/olt_on_tab_7011/
OLT;OLT On-Tab 7011s;/catalog/olt_on_tab_7011s/
OLT;OLT On-Tab 7012;/catalog/olt_on_tab_7012/
OLT;OLT On-Tab 7012g;/catalog/olt_on_tab_7012g/
OLT;OLT On-Tab 8011;/catalog/olt_on_tab_8011/
OLT;OLT On-Tab 8012;/catalog/olt_on_tab_8012/
OLT;OLT On-Tab 8012g;/catalog/olt_on_tab_8012g/
OLT;OLT On-Tab 8012g;/catalog/olt_on_tab_8012g/
Onda;Onda OBook 20 Plus;/catalog/onda_obook_20_plus/
Onda;Onda oBook11 Plus;/catalog/onda_obook11_plus/
Onda;Onda oBook11 Pro;/catalog/onda_obook11_pro/
Onda;Onda V10 3G;/catalog/onda_v10_3g/
Onda;Onda V10 4G;/catalog/onda_v10_4g/
Onda;Onda V10 ProPlus;/catalog/onda_v10_proplus/
Onda;Onda V18 Pro;/catalog/onda_v18_pro/
Onda;Onda V80;/catalog/onda_v80/
Onda;Onda V80 Plus;/catalog/onda_v80_plus/
Onda;Onda V80 Pro;/catalog/onda_v80_pro/
Onda;Onda V820w;/catalog/onda_v820w/
Onda;Onda V820w CH;/catalog/onda_v820w_ch/
Onda;Onda V919 3G Core M;/catalog/onda_v919_3g_core_m/
Onda;Onda V919 Air CH;/catalog/onda_v919_air_ch/
Onda;Onda V975M;/catalog/onda_v975m/
Onda;Onda V989;/catalog/onda_v989/
Onda;Onda X20;/catalog/onda_x20/
Onda;Onda X20 Wi-Fi;/catalog/onda_x20_wi_fi/
Onda;Onda X20 Wi-Fi;/catalog/onda_x20_wi_fi/
Oprix;Oprix T701;/catalog/oprix_t701/
Oprix;Oprix T702;/catalog/oprix_t702/
Oprix;Oprix T703 Медвежонок;/catalog/oprix_t703_medvezhonok/
Orange;Orange Tahiti;/catalog/orange_tahiti/
Oregon Scientific;Oregon Scientific MEEP!;/catalog/oregon_scientific_meep/
Oysters;Oysters 7X 3G;/catalog/oysters_7x_3g/
Oysters;Oysters Kids 8;/catalog/oysters_kids_8/
Oysters;Oysters SmaKit S7;/catalog/oysters_smakit_s7/
Oysters;Oysters T10;/catalog/oysters_t10/
Oysters;Oysters T10 3G;/catalog/oysters_t10_3g/
Oysters;Oysters T102 3G;/catalog/oysters_t102_3g/
Oysters;Oysters T104 3G;/catalog/oysters_t104_3g/
Oysters;Oysters T104B 3G;/catalog/oysters_t104b_3g/
Oysters;Oysters T104B 4G;/catalog/oysters_t104b_4g/
Oysters;Oysters T104ER 4G;/catalog/oysters_t104er_4g/
Oysters;Oysters T104SCi 3G;/catalog/oysters_t104sci_3g/
Oysters;Oysters T104W (T104 RWi, T104 WMi) 3G;/catalog/oysters_t104w_t104_rwi_t104_wmi_3g/
Oysters;Oysters T12 3G;/catalog/oysters_t12_3g/
Oysters;Oysters T14 3G;/catalog/oysters_t14_3g/
Oysters;Oysters T14N 3G;/catalog/oysters_t14n_3g/
Oysters;Oysters T3 3G;/catalog/oysters_t3_3g/
Oysters;Oysters T34 3G;/catalog/oysters_t34_3g/
Oysters;Oysters T37 3G;/catalog/oysters_t37_3g/
Oysters;Oysters T62i 3G;/catalog/oysters_t62i_3g/
Oysters;Oysters T7;/catalog/oysters_t7/
Oysters;Oysters T7 3G;/catalog/oysters_t7_3g/
Oysters;Oysters T72 3G;/catalog/oysters_t72_3g/
Oysters;Oysters T72 Wi-Fi (MD, MR);/catalog/oysters_t72_wi_fi_md_mr/
Oysters;Oysters T74 3G;/catalog/oysters_t74_3g/
Oysters;Oysters T74 Wi-Fi;/catalog/oysters_t74_wi_fi/
Oysters;Oysters T74D 3G;/catalog/oysters_t74d_3g/
Oysters;Oysters T74HMi 4G;/catalog/oysters_t74hmi_4g/
Oysters;Oysters T74MR 4G;/catalog/oysters_t74mr_4g/
Oysters;Oysters T74N 3G;/catalog/oysters_t74n_3g/
Oysters;Oysters T74RD Wi-Fi;/catalog/oysters_t74rd_wi_fi/
Oysters;Oysters T74SC 3G;/catalog/oysters_t74sc_3g/
Oysters;Oysters T7B 3G;/catalog/oysters_t7b_3g/
Oysters;Oysters T7D 3G;/catalog/oysters_t7d_3g/
Oysters;Oysters T7M 3G;/catalog/oysters_t7m_3g/
Oysters;Oysters T7V 3G;/catalog/oysters_t7v_3g/
Oysters;Oysters T7X 3G;/catalog/oysters_t7x_3g/
Oysters;Oysters T8;/catalog/oysters_t8/
Oysters;Oysters T8 3G;/catalog/oysters_t8_3g/
Oysters;Oysters T8 A4;/catalog/oysters_t8_a4/
Oysters;Oysters T80 3G;/catalog/oysters_t80_3g/
Oysters;Oysters T82 3G;/catalog/oysters_t82_3g/
Oysters;Oysters T82P 3G;/catalog/oysters_t82p_3g/
Oysters;Oysters T84 3G;/catalog/oysters_t84_3g/
Oysters;Oysters T84 3G 2013;/catalog/oysters_t84_3g_2013/
Oysters;Oysters T84 Wi-Fi;/catalog/oysters_t84_wi_fi/
Oysters;Oysters T84Bi 4G;/catalog/oysters_t84bi_4g/
Oysters;Oysters T84M 3G;/catalog/oysters_t84m_3g/
Oysters;Oysters T84Ni 3G;/catalog/oysters_t84ni_3g/
Oysters;Oysters T84Ni 4G;/catalog/oysters_t84ni_4g/
Oysters;Oysters T97 3G;/catalog/oysters_t97_3g/
Oysters;Oysters T974 HAi 3G;/catalog/oysters_t974_hai_3g/
Oysters;Oysters T974 HAi 3G;/catalog/oysters_t974_hai_3g/
Packard Bell;Packard Bell Liberty Tab Wi-Fi;/catalog/packard_bell_liberty_tab_wi_fi/
Packard Bell;Packard Bell Liberty Tab Wi-Fi + 3G;/catalog/packard_bell_liberty_tab_wi_fi_3g/
Panasonic;Panasonic Toughbook FZ-A3;/catalog/panasonic_toughbook_fz_a3/
Panasonic;Panasonic Toughbook FZ-L1;/catalog/panasonic_toughbook_fz_l1/
Panasonic;Panasonic Toughpad 4K UT-MA6;/catalog/panasonic_toughpad_4k_ut_ma6/
Panasonic;Panasonic Toughpad 4K UT-MB5;/catalog/panasonic_toughpad_4k_ut_mb5/
Panasonic;Panasonic Toughpad FZ-A1;/catalog/panasonic_toughpad_fz_a1/
Panasonic;Panasonic Toughpad FZ-A2;/catalog/panasonic_toughpad_fz_a2/
Panasonic;Panasonic Toughpad FZ-B2;/catalog/panasonic_toughpad_fz_b2/
Panasonic;Panasonic Toughpad FZ-G1 2018;/catalog/panasonic_toughpad_fz_g1_2018/
Panasonic;Panasonic Toughpad FZ-M1;/catalog/panasonic_toughpad_fz_m1/
Panasonic;Panasonic Toughpad FZ-M1 2018;/catalog/panasonic_toughpad_fz_m1_2018/
Panasonic;Panasonic Toughpad FZ-Y1;/catalog/panasonic_toughpad_fz_y1/
Panasonic;Panasonic Toughpad JT-B1;/catalog/panasonic_toughpad_jt_b1/
Panasonic;Panasonic Toughpad JT-B1;/catalog/panasonic_toughpad_jt_b1/
Pantech;Pantech Element;/catalog/pantech_element/
Perfeo;Perfeo 1006-IPS;/catalog/perfeo_1006_ips/
Perfeo;Perfeo 1016-HD;/catalog/perfeo_1016_hd/
Perfeo;Perfeo 1019-IPS;/catalog/perfeo_1019_ips/
Perfeo;Perfeo 1032-3G;/catalog/perfeo_1032_3g/
Perfeo;Perfeo 7007-HD;/catalog/perfeo_7007_hd/
Perfeo;Perfeo 7012-3G;/catalog/perfeo_7012_3g/
Perfeo;Perfeo 7032-3G;/catalog/perfeo_7032_3g/
Perfeo;Perfeo 7042-3G;/catalog/perfeo_7042_3g/
Perfeo;Perfeo 7052-3G;/catalog/perfeo_7052_3g/
Perfeo;Perfeo 7123W;/catalog/perfeo_7123w/
Perfeo;Perfeo 7133W;/catalog/perfeo_7133w/
Perfeo;Perfeo 7143-HD;/catalog/perfeo_7143_hd/
Perfeo;Perfeo 7320W;/catalog/perfeo_7320w/
Perfeo;Perfeo 7326W;/catalog/perfeo_7326w/
Perfeo;Perfeo 7433-HD;/catalog/perfeo_7433_hd/
Perfeo;Perfeo 7500-IPS;/catalog/perfeo_7500_ips/
Perfeo;Perfeo 7500HD;/catalog/perfeo_7500hd/
Perfeo;Perfeo 7506-HD;/catalog/perfeo_7506_hd/
Perfeo;Perfeo 7510-HD;/catalog/perfeo_7510_hd/
Perfeo;Perfeo 7777-HDA;/catalog/perfeo_7777_hda/
Perfeo;Perfeo 7777HD;/catalog/perfeo_7777hd/
Perfeo;Perfeo 7909-IPS;/catalog/perfeo_7909_ips/
Perfeo;Perfeo 7919-IPS;/catalog/perfeo_7919_ips/
Perfeo;Perfeo 8082-IPS;/catalog/perfeo_8082_ips/
Perfeo;Perfeo 8506-IPS;/catalog/perfeo_8506_ips/
Perfeo;Perfeo 902-HD;/catalog/perfeo_902_hd/
Perfeo;Perfeo 9032-3G;/catalog/perfeo_9032_3g/
Perfeo;Perfeo 9103W;/catalog/perfeo_9103w/
Perfeo;Perfeo 9106-HD;/catalog/perfeo_9106_hd/
Perfeo;Perfeo 9682-3G;/catalog/perfeo_9682_3g/
Perfeo;Perfeo 9706-IPS;/catalog/perfeo_9706_ips/
Perfeo;Perfeo 9716-RT;/catalog/perfeo_9716_rt/
Perfeo;Perfeo 9726-RT;/catalog/perfeo_9726_rt/
Perfeo;Perfeo 9735-RT;/catalog/perfeo_9735_rt/
Perfeo;Perfeo 9748-RT;/catalog/perfeo_9748_rt/
Perfeo;Perfeo PAT708W;/catalog/perfeo_pat708w/
Perfeo;Perfeo PAT712-3D;/catalog/perfeo_pat712_3d/
Perfeo;Perfeo PAT712-3G;/catalog/perfeo_pat712_3g/
Perfeo;Perfeo PAT712W;/catalog/perfeo_pat712w/
Perfeo;Perfeo S99;/catalog/perfeo_s99/
Perfeo;Perfeo S99 slim;/catalog/perfeo_s99_slim/
Perfeo;Perfeo S99 slim;/catalog/perfeo_s99_slim/
Philips;Philips E Line 3G TLE722G;/catalog/philips_e_line_3g_tle722g/
Philips;Philips E Line 4G TLE821L;/catalog/philips_e_line_4g_tle821l/
Philips;Philips PI3100W2;/catalog/philips_pi3100w2/
Philips;Philips Swift 4G TLS616L;/catalog/philips_swift_4g_tls616l/
Philips;Philips Swift 4G TLS711L;/catalog/philips_swift_4g_tls711l/
Philips;Philips V Line TLV710 WiFi;/catalog/philips_v_line_tlv710_wifi/
Philips;Philips V Line TLV710 WiFi;/catalog/philips_v_line_tlv710_wifi/
PiPO;PiPO Max-M7 pro;/catalog/pipo_max_m7_pro/
PiPO;PiPO Max-M8 pro;/catalog/pipo_max_m8_pro/
PiPO;PiPO N1;/catalog/pipo_n1/
PiPO;PiPO N10;/catalog/pipo_n10/
PiPO;PiPO N2;/catalog/pipo_n2/
PiPO;PiPO N7;/catalog/pipo_n7/
PiPO;PiPO N8;/catalog/pipo_n8/
PiPO;PiPO N9;/catalog/pipo_n9/
PiPO;PiPO P1;/catalog/pipo_p1/
PiPO;PiPO P10;/catalog/pipo_p10/
PiPO;PiPO P4;/catalog/pipo_p4/
PiPO;PiPO P9;/catalog/pipo_p9/
PiPO;PiPO T1;/catalog/pipo_t1/
PiPO;PiPO Talk-T9;/catalog/pipo_talk_t9/
PiPO;PiPO Ultra-U6;/catalog/pipo_ultra_u6/
PiPO;PiPO W1;/catalog/pipo_w1/
PiPO;PiPO W11;/catalog/pipo_w11/
PiPO;PiPO W2;/catalog/pipo_w2/
PiPO;PiPO W2S;/catalog/pipo_w2s/
PiPO;PiPO Work-W1pro;/catalog/pipo_work_w1pro/
PiPO;PiPO Work-W1S;/catalog/pipo_work_w1s/
PiPO;PiPO Work-W2pro;/catalog/pipo_work_w2pro/
PiPO;PiPO X11s;/catalog/pipo_x11s/
PiPO;PiPO X4;/catalog/pipo_x4/
PiPO;PiPO X4;/catalog/pipo_x4/
Pixus;Pixus Blast;/catalog/pixus_blast/
Pixus;Pixus blaze 10.1 3G;/catalog/pixus_blaze_10_1_3g/
Pixus;Pixus hiMAX 3G;/catalog/pixus_himax_3g/
Pixus;Pixus hiPower;/catalog/pixus_hipower/
Pixus;Pixus Joker;/catalog/pixus_joker/
Pixus;Pixus play three 7 v3.1 3G;/catalog/pixus_play_three_7_v3_1_3g/
Pixus;Pixus Ride 3G;/catalog/pixus_ride_3g/
Pixus;Pixus Ride 4G;/catalog/pixus_ride_4g/
Pixus;Pixus Sprint;/catalog/pixus_sprint/
Pixus;Pixus touch 10.1 3G;/catalog/pixus_touch_10_1_3g/
Pixus;Pixus touch 10.1 3G v2.0;/catalog/pixus_touch_10_1_3g_v2_0/
Pixus;Pixus touch 7 3G (HD);/catalog/pixus_touch_7_3g_hd/
Pixus;Pixus touch 8 3G;/catalog/pixus_touch_8_3g/
Pixus;Pixus Vision;/catalog/pixus_vision/
Pixus;Pixus Vision;/catalog/pixus_vision/
PlayPad;PlayPad 2;/catalog/playpad_2/
PlayPad;PlayPad 3 2014;/catalog/playpad_3_2014/
PlayPad;PlayPad 3 New;/catalog/playpad_3_new/
Pocket Rocket;Pocket Rocket AG-100;/catalog/pocket_rocket_ag_100/
Pocket Rocket;Pocket Rocket AG-30;/catalog/pocket_rocket_ag_30/
Pocket Rocket;Pocket Rocket AG-300;/catalog/pocket_rocket_ag_300/
Pocket Rocket;Pocket Rocket AG-500;/catalog/pocket_rocket_ag_500/
PocketBook;PocketBook A10;/catalog/pocketbook_a10/
PocketBook;PocketBook A10 3G;/catalog/pocketbook_a10_3g/
PocketBook;PocketBook A7;/catalog/pocketbook_a7/
PocketBook;PocketBook A7 3G;/catalog/pocketbook_a7_3g/
PocketBook;PocketBook SURFpad 2;/catalog/pocketbook_surfpad_2/
PocketBook;PocketBook SURFpad 3 (10.1);/catalog/pocketbook_surfpad_3_10_1/
PocketBook;PocketBook SURFpad 3 (7.85);/catalog/pocketbook_surfpad_3_7_85/
PocketBook;PocketBook SURFpad 4 L;/catalog/pocketbook_surfpad_4_l/
PocketBook;PocketBook SURFpad 4 M;/catalog/pocketbook_surfpad_4_m/
PocketBook;PocketBook SURFpad 4 S;/catalog/pocketbook_surfpad_4_s/
PocketBook;PocketBook U7 SURFpad;/catalog/pocketbook_u7_surfpad/
PocketBook;PocketBook U7 SURFpad;/catalog/pocketbook_u7_surfpad/
Point of View;Point of View Mobii 1045;/catalog/point_of_view_mobii_1045/
Point of View;Point of View Mobii 701;/catalog/point_of_view_mobii_701/
Point of View;Point of View Mobii 825;/catalog/point_of_view_mobii_825/
Point of View;Point of View Mobii 945;/catalog/point_of_view_mobii_945/
Point of View;Point of View Mobii Tablet 7 Wi-Fi;/catalog/point_of_view_mobii_tablet_7_wi_fi/
Point of View;Point of View Mobii Tablet 7 Wi-Fi + 3G;/catalog/point_of_view_mobii_tablet_7_wi_fi_3g/
Point of View;Point of View Mobii TEGRA Tablet 10.1 Wi-Fi;/catalog/point_of_view_mobii_tegra_tablet_10_1_wi_fi/
Point of View;Point of View Mobii TEGRA Tablet 10.1 Wi-Fi + 3G;/catalog/point_of_view_mobii_tegra_tablet_10_1_wi_fi_3g/
Point of View;Point of View Mobii WinTab 1000W;/catalog/point_of_view_mobii_wintab_1000w/
Point of View;Point of View Mobii WinTab 800W;/catalog/point_of_view_mobii_wintab_800w/
Point of View;Point of View Onyx 517;/catalog/point_of_view_onyx_517/
Point of View;Point of View Onyx 527;/catalog/point_of_view_onyx_527/
Point of View;Point of View PROTAB 2 IPS;/catalog/point_of_view_protab_2_ips/
Point of View;Point of View PROTAB 25;/catalog/point_of_view_protab_25/
Point of View;Point of View PROTAB 25XXL;/catalog/point_of_view_protab_25xxl/
Point of View;Point of View PROTAB 26;/catalog/point_of_view_protab_26/
Point of View;Point of View PROTAB 26XL;/catalog/point_of_view_protab_26xl/
